date,sentiment_score
2024-05-06,-0.9782
2024-05-07,-0.9754
2024-05-07,-0.9944
2024-05-09,0.9703
2024-05-10,-0.4391
2024-05-22,0.984
2024-05-22,0.9325
2024-05-27,-0.8554
2024-05-30,0.9853
2024-05-31,0.9653
2024-06-03,-0.9955
2024-06-04,-0.9974
2024-06-11,0.9423
2024-06-12,-0.9876
2024-06-18,-0.9261
2024-06-19,0.9931
2024-06-21,0.9896
2024-07-03,-0.8316
2024-07-04,0.9705
2024-07-05,0.9764
2024-07-08,0.9977
2024-07-09,-0.9744
2024-07-16,-0.9403
2024-07-19,0.9989
2024-07-19,0.9989
2024-07-22,0.7003
2024-07-27,-0.8126
2024-07-31,0.9985
2024-08-03,0.9968
2024-08-07,-0.8479
2024-08-07,0.9333
2024-08-09,0.4582
2024-08-12,0.983
2024-08-12,0.9937
2024-08-13,0.9769
2024-08-13,-0.9711
2024-08-17,0.1154
2024-08-19,-0.9181
2024-08-21,-0.9176
2024-08-21,-0.5927
2024-08-21,0.9025
2024-08-22,0.8573
2024-08-22,0.3145
2024-08-22,0.9992
2024-08-23,0.9916
2024-08-23,0.9934
2024-08-23,-0.7579
2024-08-23,0.9781
2024-08-27,-0.1779
2024-08-27,-0.8156
2024-08-29,-0.9643
2024-08-29,-0.7622
2024-08-30,0.8945
2024-08-30,0.9844
2024-09-01,-0.9637
2024-09-02,-0.8847
2024-09-04,-0.9661
2024-09-06,-0.9965
2024-09-06,0.7845
2024-09-08,-0.6623
2024-09-10,-0.2936
2024-09-10,-0.2263
2024-09-10,-0.9745
2024-09-11,0.9217
2024-09-11,0.9617
2024-09-11,-0.9942
2024-09-12,-0.1063
2024-09-13,-0.9442
2024-09-13,0.872
2024-09-13,-0.9943
2024-09-14,-0.6542
2024-09-16,-0.9485
2024-09-17,-0.25
2024-09-17,0.9957
2024-09-18,0.9784
2024-09-19,-0.9186
2024-09-19,0.9963
2024-09-19,-0.9245
2024-09-19,0.9928
2024-09-20,-0.93
2024-09-20,-0.9937
2024-09-24,0.9756
2024-09-25,-0.9501
2024-09-25,0.9961
2024-09-30,-0.8074
2024-10-01,-0.9937
2024-10-01,-0.2748
2024-10-02,0.3612
2024-10-02,0.9977
2024-10-03,0.9869
2024-10-03,0.9863
2024-10-07,0.9781
2024-10-07,0.5423
2024-10-08,0.7615
2024-10-08,0.8721
2024-10-09,-0.8126
2024-10-13,-0.8783
2024-10-15,0.9906
2024-10-15,-0.959
2024-10-15,0.8622
2024-10-16,0.9451
2024-10-21,-0.9389
2024-10-21,0.9274
2024-11-03,0.961
2024-11-05,0.5419
2024-11-08,0.9547
2024-11-09,0.9524
2024-11-09,0.9803
2024-11-10,0.9658
2024-11-10,0.9926
2024-11-11,0.9992
2024-11-11,0.9477
2024-11-12,0.4047
2024-11-13,-0.836
2024-11-13,0.9857
2024-11-15,0.9737
2024-11-26,0.9531
2024-11-28,-0.9794
2024-11-28,-0.9311
2024-11-30,0.9741
2024-12-04,0.8779
2024-12-10,-0.5669
2024-12-15,-0.8979
2024-12-15,0.7627
2024-12-15,0.9432
2024-12-16,-0.719
2024-12-21,0.9501
2024-12-22,-0.3847
2024-12-23,0.624
2024-12-28,-0.9879
2024-12-28,0.6652
2024-12-29,-0.9913
2024-12-31,-0.9408
2024-12-31,0.9977
2025-01-01,0.965
2025-01-09,0.1027
2025-01-09,-0.9816
2025-01-10,0.9953
2025-01-11,-0.5324
2025-01-11,0.9951
2025-01-14,0.9812
2025-01-14,0.6901
2025-01-15,-0.0772
2025-01-21,0.7641
2025-01-21,-0.9839
2025-01-23,-0.7389
2025-01-25,-0.9364
2025-01-31,0.0212
2025-02-01,0.9936
2025-02-08,-0.9578
2025-02-10,0.6743
2025-02-11,0.9875
2025-02-14,0.9716
2025-02-17,0.9114
2025-02-17,0.9827
2025-02-20,-0.6908
2025-02-24,0.5106
2025-02-25,-0.875
2025-02-26,-0.2382
2025-02-27,-0.991
